A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
53,42,65,52,38,25,2,10,3,3,20,0,0,0,0
53,42,65,52,37,26,1,9,3,3,24,0,0,0,0
53,42,64,52,37,26,2,10,3,3,25,0,0,0,0
53,42,64,52,37,26,3,10,3,4,25,1,0,0,0
53,42,65,52,37,27,2,10,3,4,26,1,0,0,0
54,42,65,52,38,27,2,11,2,6,26,1,0,0,0
54,42,65,52,38,26,2,9,0,6,19,0,0,0,0
54,42,65,52,36,24,1,9,0,5,16,0,0,0,0
54,42,65,52,38,24,1,10,1,6,19,0,0,0,0
54,42,65,52,39,24,1,11,1,5,25,0,0,0,0
54,42,65,52,39,24,1,11,1,5,24,0,0,0,0
54,42,65,52,40,25,2,10,1,4,24,0,0,0,0
54,42,65,52,39,26,1,11,2,2,24,1,0,0,0
54,42,65,53,37,26,2,11,2,3,20,2,1,1,1
54,41,65,53,33,26,2,9,2,5,13,2,2,2,2
53,41,65,53,31,26,2,10,3,7,13,2,2,2,2
53,40,64,53,29,26,2,11,2,6,13,1,2,0,0
53,40,63,53,29,26,2,11,1,6,12,0,2,0,0
51,40,63,52,29,27,2,9,1,5,11,0,1,0,0
52,40,63,52,29,29,1,9,1,4,13,0,0,0,0
52,40,63,52,29,30,1,9,2,4,14,0,0,0,0
51,39,63,52,30,28,2,9,2,3,14,0,0,0,0
51,39,64,52,31,28,1,9,1,3,14,0,0,0,0
51,39,65,52,30,28,4,8,2,3,11,2,0,0,0
51,39,66,52,31,27,5,9,2,3,12,2,0,0,0
51,39,66,52,32,26,5,9,2,3,12,2,1,0,0
51,39,66,52,34,26,5,11,3,4,20,3,1,1,1
51,40,66,53,34,26,6,10,4,4,16,4,2,1,2
52,40,66,52,34,26,5,10,4,4,16,4,2,1,2
54,40,66,53,33,25,5,6,5,5,13,4,2,1,2
54,40,66,53,33,25,5,6,5,6,15,4,2,1,2
51,40,67,52,34,24,4,8,5,6,17,2,2,1,2
51,40,67,52,33,23,5,7,5,6,19,2,2,1,2
52,40,67,52,34,25,4,6,5,6,18,2,2,1,2
51,40,68,52,33,27,6,7,5,6,18,2,2,1,2
51,40,67,53,32,31,5,10,4,6,21,1,1,1,1
51,39,67,53,32,31,4,11,3,6,21,1,1,1,1
51,39,68,53,32,30,4,11,2,6,20,0,1,0,0
51,38,68,53,31,30,4,11,2,6,20,0,1,0,0
51,38,66,53,31,28,3,11,3,5,21,0,0,0,0
51,38,68,53,30,25,3,11,2,5,20,1,0,0,0
51,38,68,52,29,25,2,10,2,5,20,1,0,0,0
51,39,68,52,31,25,2,10,2,5,19,0,0,0,0
52,39,68,53,32,25,2,11,2,4,19,1,0,0,0
52,39,68,53,32,25,2,11,1,4,20,1,0,0,0
52,39,69,53,34,25,2,10,1,4,18,1,0,0,0
52,39,68,53,35,27,1,10,1,3,20,1,0,0,0
52,39,68,52,35,28,0,10,1,1,23,0,0,0,0
51,38,68,52,34,28,1,11,0,2,23,0,0,0,0
51,38,68,51,35,30,1,11,1,2,24,1,0,0,0
51,38,67,51,33,30,1,11,1,2,24,1,0,0,0
51,38,67,51,33,31,1,9,1,2,22,1,0,0,0
51,38,69,51,33,33,1,10,1,2,24,1,0,0,0
51,38,67,51,32,30,1,9,1,2,23,1,0,0,0
52,38,67,51,32,30,0,9,1,1,22,0,0,0,0
52,38,67,52,32,28,1,9,1,1,20,0,0,0,0
52,38,67,52,33,29,2,8,0,1,19,0,0,0,0
52,38,67,52,33,27,3,8,0,1,19,0,0,0,0
52,38,68,50,35,26,3,7,2,1,20,2,0,0,0
52,37,68,51,36,25,3,8,2,3,20,2,0,0,0
52,37,68,52,36,25,3,8,2,2,20,2,0,0,0
52,37,68,52,36,26,3,7,2,2,21,2,0,0,0
52,37,68,53,34,27,3,7,2,3,21,2,0,0,0
53,37,68,53,35,29,3,7,2,4,24,2,0,0,0
52,37,68,53,35,28,3,8,2,5,26,2,0,0,0
52,37,68,52,35,29,3,8,2,5,26,2,0,0,0
52,37,68,52,36,30,2,8,1,4,26,2,0,0,0
52,37,67,52,36,33,2,9,2,2,25,2,0,0,0
52,37,67,52,36,31,2,8,2,1,22,2,0,0,0
53,37,67,52,35,28,2,9,1,2,23,2,0,0,0
53,38,67,52,37,29,2,12,2,3,25,2,0,0,0
53,38,67,52,37,29,3,12,2,3,25,3,0,0,0
53,38,67,52,37,31,3,12,2,2,26,3,0,0,0
53,38,68,52,37,31,3,12,2,2,25,3,0,0,0
53,38,68,52,37,29,4,11,2,3,25,3,1,1,1
